Pi Error TotalCount NumWorkers Duration
250000 1 23 0,002248749080095 
250000 1 16 0,002208005414663 
250000 1 16 0,000251893385765 
250000 1 16 0,001326507561521 
250000 1 16 0,000812118785448 
250000 1 16 0,001036625033507 
250000 1 20 0,001331600519700 
250000 1 20 0,000272265218481 
250000 1 20 0,000430146922028 
250000 1 16 0,000425470052034 
250000 1 16 0,001357481398780 
250000 1 16 0,000196286933982 
250000 1 16 0,000761189203659 
250000 1 16 0,000150034222186 
250000 1 16 0,000155543268550 
250000 1 16 0,001275577979732 
250000 1 16 0,000486585550181 
250000 1 24 0,001398225064212 
250000 1 24 0,000669932044623 
250000 1 24 0,001204692653412 
250000 1 24 0,000853278539065 
250000 1 24 0,000827397659985 
250000 1 24 0,001540411805037 
250000 1 28 0,000669932044623 
250000 1 31 0,001530641976864 
250000 1 21 0,001239927272479 
250000 1 22 0,001046810949865 
250000 1 22 0,000990372321711 
250000 1 22 0,000363938465702 
250000 1 22 0,000109706644940 
250000 1 22 0,000139848305828 
250000 1 22 0,001565876595932 
250000 1 32 0,001112603318006 
250000 1 18 0,000476399633824 
250000 1 21 0,000542608090150 
250000 1 21 0,000369447512066 
250000 1 21 0,000007431393176 
250000 1 21 0,001785289885811 
250000 1 21 0,000807441915455 
250000 1 21 0,000267588348487 
250000 1 21 0,001046810949865 
250000 1 16 0,000409775089312 
250000 1 24 0,000465797629280 
250000 1 25 0,000043082100428 
250000 1 25 0,000639374295550 
250000 1 27 0,000400005261139 
250000 1 29 0,000302822967554 
250000 1 32 0,002182124535583 
250000 1 32 0,000018033397719 
